6001
0 0 0 0 0 0 0 0 0 0 0 0 0 0.87847048 0.0024282238 -0.24060002 0.000377575123051785 0.0227487610968342 -4.7922355247354e-05
0.05 0.0011011108 3.0285698e-06 -0.00029156229 4.68747300904907e-07 2.8347943143511e-05 -5.17697590504503e-08 0.044113252 0.00012093002 -0.011443563 1.87087270495246e-05 0.00113193189011752 -1.91693351470892e-06 0.88618302 0.0024112463 -0.21682844 0.000373097166696528 0.0226195404096751 -2.75168522602963e-05
0.1 0.0044177137 1.2086985e-05 -0.0011247481 1.87022990018895e-06 0.00011327464876393 -1.71996830896591e-07 0.088613376 0.00024136755 -0.021682404 3.73406962638757e-05 0.00226626500421994 -2.69138759103173e-06 0.89365995 0.002406022 -0.19265106 0.000371780804468089 0.0227447520755424 -3.57397685728744e-06
0.15 0.0099682799 2.7160253e-05 -0.002439474 4.20074815362351e-06 0.000255055732275416 -3.0137223276729e-07 0.1334639 0.00036150721 -0.030701648 5.58513877844935e-05 0.0034056337422802 -2.29235750200433e-06 0.90021938 0.0023993026 -0.16805445 0.000368358737403704 0.0228236112871353 1.93876932898062e-05
0.2 0.017769225 4.8231439e-05 -0.0041742604 7.4518425899505e-06 0.000453888440318053 -3.82478224159535e-07 0.17862184 0.00048127063 -0.038481813 7.41512540034459e-05 0.00454803673524507 -7.67935481006129e-07 0.90597361 0.0023909593 -0.14309773 0.00036343247577678 0.0228672480090936 4.14645445125247e-05
0.25 0.027834956 7.5279655e-05 -0.0062667271 1.16112955553401e-05 0.000709882880478362 -3.60111533089255e-07 0.22404942 0.00060057396 -0.045006357 9.21770127727141e-05 0.00569185449210159 1.83973707829443e-06 0.9110201 0.002380885 -0.11783918 0.00035745584009942 0.0228807760561258 6.27363608724315e-05
0.3 0.040174987 0.00010827975 -0.0086544342 1.66642319576435e-05 0.00102302577080073 -1.81112380147139e-07 0.26951507 0.00071933231 -0.05030578 0.00010988444268504 0.00683261443210863 5.4897443175231e-06 0.90742785 0.0023691447 -0.094120793 0.00035074344342259 0.0227440329998906 8.3084425073806e-05
0.35 0.054783355 0.00014720233 -0.01127743 2.25939189762558e-05 0.00139302167940269 2.05394255912217e-07 0.31478536 0.0008374576 -0.054414779 0.000127242907976064 0.00796587416872106 1.01324409046123e-05 0.90330195 0.0023555672 -0.070212767 0.000343531044821649 0.0225823596606199 0.000102512309805627
0.4 0.071649887 0.00019201344 -0.014075927 2.9382364884583e-05 0.00181946874422395 8.48028204047836e-07 0.35983771 0.00095485867 -0.05732476 0.000144232019709464 0.00909046415680714 1.57291885660483e-05 0.89872444 0.0023401813 -0.046168864 0.000335993020142163 0.0223975240568459 0.000121285027606847
0.45 0.090763152 0.00024267464 -0.016989829 3.70107504954324e-05 0.00230190480207858 1.79380263037582e-06 0.40465152 0.0010714463 -0.059030261 0.000160839000329786 0.0102052645931188 2.22557561976942e-05 0.89377248 0.0023230391 -0.022042532 0.000328266360277122 0.0221910097184329 0.000139757424858347
0.5 0.11211078 0.00029914308 -0.019958831 4.54597811939234e-05 0.00283981423034569 3.08894566936801e-06 0.44920987 0.0011871337 -0.059528492 0.000177057264709762 0.0113092239167817 2.97036258946683e-05 0.88851821 0.0023041752 0.0021131786 0.00032046344697706 0.0219639912519675 0.000158230438211072
0.55 0.13567634 0.0003613717 -0.022923458 5.47099860869205e-05 0.00343258494205657 4.78000914425933e-06 0.49328828 0.0013018427 -0.058876839 0.000192886406187677 0.0123984837284184 3.81052482146873e-05 0.87449473 0.0022839331 0.023920538 0.000312707622660218 0.0216020378903719 0.000177940994723217
0.6 0.16142797 0.00042930979 -0.025828334 6.47419553678125e-05 0.00407935526815954 6.91564340981743e-06 0.53665859 0.0014154986 -0.057136986 0.000208327403893241 0.0134691639865689 4.74753729352598e-05 0.86029482 0.0022620203 0.045657232 0.000304930156260651 0.0212223868901611 0.000196591408577103
0.65 0.18933031 0.00050290261 -0.028619088 7.55362478140613e-05 0.00477917784393661 9.54246725756061e-06 0.57931584 0.0015280165 -0.054313034 0.000223379751680971 0.0145204457827481 5.7741258223821e-05 0.84598148 0.002238418 0.067277014 0.000297174122504298 0.0208261779513366 0.000213831509128916
0.7 0.2193476 0.00058209104 -0.031241683 8.70734937616282e-05 0.00553106306770189 1.27036098677008e-05 0.62125576 0.0016393116 -0.050411966 0.000238046276984255 0.0155515156189916 6.88376095677247e-05 0.8316111 0.0022130825 0.088734455 0.000289508880775635 0.0204140324111122 0.000229812180092489
0.75 0.25144389 0.00066681189 -0.033642486 9.93345521846068e-05 0.00633397962440038 1.64390247938758e-05 0.66247684 0.0017492938 -0.045443013 0.000252333385161448 0.0165615912387288 8.07017382308977e-05 0.81723392 0.0021858723 0.10998487 0.000282012569465271 0.0199864738682634 0.000244537313552055
