90 // Num Puntos 
////////////////////
////////////////////
////////////////////
-6.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-6.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-6.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-6.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-6.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-5.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-5.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-5.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-5.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-5.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-4.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-4.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-4.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-4.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-4.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-3.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-3.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-3.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-3.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-3.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-2.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-2.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-2.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-2.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-2.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-1.4700000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-1.4700000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-1.4700000000e+02 0.0000000000e+00 -8.3500000000e+01 
-1.4700000000e+02 5.0000000000e+01 -8.3500000000e+01 
-1.4700000000e+02 1.0000000000e+02 -8.3500000000e+01 
-1.4600000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-1.4600000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-1.4600000000e+02 0.0000000000e+00 -8.3500000000e+01 
-1.4600000000e+02 5.0000000000e+01 -8.3500000000e+01 
-1.4600000000e+02 1.0000000000e+02 -8.3500000000e+01 
-1.4500000000e+02 -1.0000000000e+02 -8.3500000000e+01 
-1.4500000000e+02 -5.0000000000e+01 -8.3500000000e+01 
-1.4500000000e+02 0.0000000000e+00 -8.3500000000e+01 
-1.4500000000e+02 5.0000000000e+01 -8.3500000000e+01 
-1.4500000000e+02 1.0000000000e+02 -8.3500000000e+01 
-1.4400000000e+02 -1.0000000000e+02 -8.3155672387e+01 
-1.4400000000e+02 -5.0000000000e+01 -8.3155672387e+01 
-1.4400000000e+02 0.0000000000e+00 -8.3155672387e+01 
-1.4400000000e+02 5.0000000000e+01 -8.3155672387e+01 
-1.4400000000e+02 1.0000000000e+02 -8.3155672387e+01 
-1.4300000000e+02 -1.0000000000e+02 -8.2811344773e+01 
-1.4300000000e+02 -5.0000000000e+01 -8.2811344773e+01 
-1.4300000000e+02 0.0000000000e+00 -8.2811344773e+01 
-1.4300000000e+02 5.0000000000e+01 -8.2811344773e+01 
-1.4300000000e+02 1.0000000000e+02 -8.2811344773e+01 
-9.5000000000e+01 -1.0000000000e+02 -6.6283619336e+01 
-9.5000000000e+01 -5.0000000000e+01 -6.6283619336e+01 
-9.5000000000e+01 0.0000000000e+00 -6.6283619336e+01 
-9.5000000000e+01 5.0000000000e+01 -6.6283619336e+01 
-9.5000000000e+01 1.0000000000e+02 -6.6283619336e+01 
-9.4000000000e+01 -1.0000000000e+02 -6.5939291722e+01 
-9.4000000000e+01 -5.0000000000e+01 -6.5939291722e+01 
-9.4000000000e+01 0.0000000000e+00 -6.5939291722e+01 
-9.4000000000e+01 5.0000000000e+01 -6.5939291722e+01 
-9.4000000000e+01 1.0000000000e+02 -6.5939291722e+01 
-9.3000000000e+01 -1.0000000000e+02 -6.5594964109e+01 
-9.3000000000e+01 -5.0000000000e+01 -6.5594964109e+01 
-9.3000000000e+01 0.0000000000e+00 -6.5594964109e+01 
-9.3000000000e+01 5.0000000000e+01 -6.5594964109e+01 
-9.3000000000e+01 1.0000000000e+02 -6.5594964109e+01 
-9.2000000000e+01 -1.0000000000e+02 -6.5594964109e+01 
-9.2000000000e+01 -5.0000000000e+01 -6.5594964109e+01 
-9.2000000000e+01 0.0000000000e+00 -6.5594964109e+01 
-9.2000000000e+01 5.0000000000e+01 -6.5594964109e+01 
-9.2000000000e+01 1.0000000000e+02 -6.5594964109e+01 
-9.1000000000e+01 -1.0000000000e+02 -6.5594964109e+01 
-9.1000000000e+01 -5.0000000000e+01 -6.5594964109e+01 
-9.1000000000e+01 0.0000000000e+00 -6.5594964109e+01 
-9.1000000000e+01 5.0000000000e+01 -6.5594964109e+01 
-9.1000000000e+01 1.0000000000e+02 -6.5594964109e+01 
9.0000000000e+00 -1.0000000000e+02 -6.5594964109e+01 
9.0000000000e+00 -5.0000000000e+01 -6.5594964109e+01 
9.0000000000e+00 0.0000000000e+00 -6.5594964109e+01 
9.0000000000e+00 5.0000000000e+01 -6.5594964109e+01 
9.0000000000e+00 1.0000000000e+02 -6.5594964109e+01 
1.0900000000e+02 -1.0000000000e+02 -6.5594964109e+01 
1.0900000000e+02 -5.0000000000e+01 -6.5594964109e+01 
1.0900000000e+02 0.0000000000e+00 -6.5594964109e+01 
1.0900000000e+02 5.0000000000e+01 -6.5594964109e+01 
1.0900000000e+02 1.0000000000e+02 -6.5594964109e+01 
2.0900000000e+02 -1.0000000000e+02 -6.5594964109e+01 
2.0900000000e+02 -5.0000000000e+01 -6.5594964109e+01 
2.0900000000e+02 0.0000000000e+00 -6.5594964109e+01 
2.0900000000e+02 5.0000000000e+01 -6.5594964109e+01 
2.0900000000e+02 1.0000000000e+02 -6.5594964109e+01 
////////////////////
////////////////////
////////////////////
136 // Num Triangulos 
////////////////////
////////////////////
////////////////////
29 30 25 
19 15 14 
51 56 52 
22 17 21 
13 12 17 
17 18 13 
7 11 12 
34 38 39 
22 18 17 
14 13 18 
33 28 32 
31 36 32 
9 14 10 
19 14 18 
29 25 24 
28 27 32 
39 40 35 
74 78 79 
47 43 42 
41 37 36 
44 39 43 
79 84 80 
47 52 48 
78 82 83 
62 58 57 
32 27 31 
41 42 37 
43 38 42 
76 72 71 
71 67 66 
68 63 67 
9 10 5 
11 16 12 
16 17 12 
21 17 16 
22 26 27 
26 31 27 
46 42 41 
66 67 62 
34 29 33 
23 27 28 
37 32 36 
37 33 32 
38 37 42 
38 33 37 
47 48 43 
53 58 54 
27 23 22 
24 19 23 
26 22 21 
23 18 22 
6 7 2 
6 11 7 
1 6 2 
7 8 3 
7 12 8 
2 7 3 
3 8 4 
8 9 4 
8 13 9 
9 13 14 
8 12 13 
4 9 5 
10 14 15 
23 19 18 
20 15 19 
24 20 19 
33 38 34 
30 34 35 
38 43 39 
39 44 40 
40 44 45 
59 64 60 
28 33 29 
39 35 34 
28 24 23 
25 20 24 
28 29 24 
34 30 29 
48 44 43 
49 45 44 
54 49 53 
50 45 49 
49 48 53 
49 44 48 
73 69 68 
58 53 57 
65 64 69 
59 63 64 
75 70 74 
64 63 68 
55 54 59 
50 49 54 
50 54 55 
55 59 60 
60 64 65 
