50001
0.0000 8.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0010 8.0000000000 0.0000000000 -0.0000000000 0.0000000058 0.0000000000 -0.0000000000 0.0000116274 0.0000000000 -0.0000000073
0.0020 8.0000000000 0.0000000000 -0.0000000000 0.0000000233 0.0000000000 -0.0000000000 0.0000232547 0.0000000000 -0.0000000292
0.0030 8.0000000001 0.0000000000 -0.0000000000 0.0000000523 0.0000000000 -0.0000000001 0.0000348820 0.0000000000 -0.0000000658
0.0040 8.0000000001 0.0000000000 -0.0000000000 0.0000000930 0.0000000000 -0.0000000002 0.0000465092 0.0000000000 -0.0000001169
0.0050 8.0000000002 0.0000000000 -0.0000000000 0.0000001453 0.0000000000 -0.0000000003 0.0000581364 0.0000000000 -0.0000001826
0.0060 8.0000000004 0.0000000000 -0.0000000000 0.0000002093 0.0000000000 -0.0000000005 0.0000697636 0.0000000000 -0.0000002630
0.0070 8.0000000007 0.0000000000 -0.0000000000 0.0000002849 0.0000000000 -0.0000000008 0.0000813906 0.0000000000 -0.0000003580
0.0080 8.0000000010 0.0000000000 -0.0000000000 0.0000003721 0.0000000000 -0.0000000012 0.0000930175 0.0000000000 -0.0000004676
0.0090 8.0000000014 0.0000000000 -0.0000000000 0.0000004709 0.0000000000 -0.0000000018 0.0001046443 0.0000000000 -0.0000005918
0.0100 8.0000000019 0.0000000000 -0.0000000000 0.0000005814 0.0000000000 -0.0000000024 0.0001162709 0.0000000000 -0.0000007306
0.0110 8.0000000026 0.0000000000 -0.0000000000 0.0000007034 0.0000000000 -0.0000000032 0.0001278974 0.0000000000 -0.0000008840
0.0120 8.0000000033 0.0000000000 -0.0000000000 0.0000008372 0.0000000000 -0.0000000042 0.0001395237 0.0000000000 -0.0000010520
0.0130 8.0000000043 0.0000000000 -0.0000000000 0.0000009825 0.0000000000 -0.0000000054 0.0001511498 0.0000000000 -0.0000012346
0.0140 8.0000000053 0.0000000000 -0.0000000000 0.0000011395 0.0000000000 -0.0000000067 0.0001627757 0.0000000000 -0.0000014319
0.0150 8.0000000065 0.0000000000 -0.0000000000 0.0000013080 0.0000000000 -0.0000000082 0.0001744014 0.0000000000 -0.0000016437
0.0160 8.0000000079 0.0000000000 -0.0000000000 0.0000014883 0.0000000000 -0.0000000100 0.0001860269 0.0000000000 -0.0000018702
0.0170 8.0000000095 0.0000000000 -0.0000000001 0.0000016801 0.0000000000 -0.0000000120 0.0001976521 0.0000000000 -0.0000021113
0.0180 8.0000000113 0.0000000000 -0.0000000001 0.0000018836 0.0000000000 -0.0000000142 0.0002092770 0.0000000000 -0.0000023670
0.0190 8.0000000133 0.0000000000 -0.0000000001 0.0000020987 0.0000000000 -0.0000000167 0.0002209017 0.0000000000 -0.0000026373
0.0200 8.0000000155 0.0000000000 -0.0000000001 0.0000023254 0.0000000000 -0.0000000195 0.0002325260 0.0000000000 -0.0000029222
0.0210 8.0000000179 0.0000000000 -0.0000000001 0.0000025637 0.0000000000 -0.0000000226 0.0002441501 0.0000000000 -0.0000032217
0.0220 8.0000000206 0.0000000000 -0.0000000001 0.0000028137 0.0000000000 -0.0000000259 0.0002557738 0.0000000000 -0.0000035358
0.0230 8.0000000236 0.0000000000 -0.0000000002 0.0000030753 0.0000000000 -0.0000000296 0.0002673971 0.0000000000 -0.0000038645
0.0240 8.0000000268 0.0000000000 -0.0000000002 0.0000033485 0.0000000000 -0.0000000337 0.0002790201 0.0000000000 -0.0000042079
0.0250 8.0000000303 0.0000000000 -0.0000000002 0.0000036333 0.0000000000 -0.0000000380 0.0002906428 0.0000000000 -0.0000045658
0.0260 8.0000000341 0.0000000000 -0.0000000003 0.0000039297 0.0000000000 -0.0000000428 0.0003022650 0.0000000000 -0.0000049383
0.0270 8.0000000381 0.0000000000 -0.0000000003 0.0000042378 0.0000000000 -0.0000000479 0.0003138868 0.0000000000 -0.0000053255
0.0280 8.0000000425 0.0000000000 -0.0000000004 0.0000045575 0.0000000000 -0.0000000535 0.0003255082 0.0000000000 -0.0000057273
0.0290 8.0000000473 0.0000000000 -0.0000000004 0.0000048888 0.0000000000 -0.0000000594 0.0003371291 0.0000000000 -0.0000061436
0.0300 8.0000000523 0.0000000000 -0.0000000005 0.0000052318 0.0000000000 -0.0000000657 0.0003487496 0.0000000000 -0.0000065746
0.0310 8.0000000577 0.0000000000 -0.0000000006 0.0000055863 0.0000000000 -0.0000000725 0.0003603696 0.0000000000 -0.0000070202
0.0320 8.0000000635 0.0000000000 -0.0000000006 0.0000059525 0.0000000000 -0.0000000798 0.0003719891 0.0000000000 -0.0000074803
0.0330 8.0000000696 0.0000000000 -0.0000000007 0.0000063303 0.0000000000 -0.0000000875 0.0003836082 0.0000000000 -0.0000079551
0.0340 8.0000000762 0.0000000000 -0.0000000008 0.0000067197 0.0000000000 -0.0000000957 0.0003952267 0.0000000000 -0.0000084445
0.0350 8.0000000831 0.0000000000 -0.0000000009 0.0000071208 0.0000000000 -0.0000001044 0.0004068446 0.0000000000 -0.0000089485
0.0360 8.0000000904 0.0000000000 -0.0000000010 0.0000075334 0.0000000000 -0.0000001136 0.0004184620 0.0000000000 -0.0000094671
0.0370 8.0000000982 0.0000000000 -0.0000000011 0.0000079577 0.0000000000 -0.0000001233 0.0004300789 0.0000000000 -0.0000100003
0.0380 8.0000001063 0.0000000000 -0.0000000013 0.0000083936 0.0000000000 -0.0000001336 0.0004416951 0.0000000000 -0.0000105481
0.0390 8.0000001149 0.0000000000 -0.0000000014 0.0000088411 0.0000000000 -0.0000001444 0.0004533108 0.0000000000 -0.0000111105
0.0400 8.0000001240 0.0000000000 -0.0000000016 0.0000093002 0.0000000000 -0.0000001558 0.0004649259 0.0000000000 -0.0000116875
0.0410 8.0000001335 0.0000000000 -0.0000000017 0.0000097709 0.0000000000 -0.0000001678 0.0004765403 0.0000000000 -0.0000122790
0.0420 8.0000001436 0.0000000000 -0.0000000019 0.0000102533 0.0000000000 -0.0000001804 0.0004881540 0.0000000000 -0.0000128852
0.0430 8.0000001541 0.0000000000 -0.0000000021 0.0000107472 0.0000000000 -0.0000001936 0.0004997671 0.0000000000 -0.0000135060
0.0440 8.0000001651 0.0000000000 -0.0000000023 0.0000112528 0.0000000000 -0.0000002074 0.0005113796 0.0000000000 -0.0000141414
0.0450 8.0000001766 0.0000000000 -0.0000000025 0.0000117700 0.0000000000 -0.0000002219 0.0005229913 0.0000000000 -0.0000147914
0.0460 8.0000001886 0.0000000000 -0.0000000027 0.0000122988 0.0000000000 -0.0000002370 0.0005346023 0.0000000000 -0.0000154560
0.0470 8.0000002012 0.0000000000 -0.0000000030 0.0000128392 0.0000000000 -0.0000002528 0.0005462126 0.0000000000 -0.0000161351
0.0480 8.0000002143 0.0000000000 -0.0000000032 0.0000133912 0.0000000000 -0.0000002693 0.0005578222 0.0000000000 -0.0000168289
0.0490 8.0000002280 0.0000000000 -0.0000000035 0.0000139548 0.0000000000 -0.0000002865 0.0005694310 0.0000000000 -0.0000175373
0.0500 8.0000002422 0.0000000000 -0.0000000038 0.0000145301 0.0000000000 -0.0000003044 0.0005810390 0.0000000000 -0.0000182602
0.0510 8.0000002570 0.0000000000 -0.0000000041 0.0000151169 0.0000000000 -0.0000003230 0.0005926462 0.0000000000 -0.0000189978
0.0520 8.0000002724 0.0000000000 -0.0000000045 0.0000157154 0.0000000000 -0.0000003424 0.0006042527 0.0000000000 -0.0000197499
0.0530 8.0000002885 0.0000000000 -0.0000000048 0.0000163254 0.0000000000 -0.0000003625 0.0006158583 0.0000000000 -0.0000205166
0.0540 8.0000003051 0.0000000000 -0.0000000052 0.0000169471 0.0000000000 -0.0000003834 0.0006274630 0.0000000000 -0.0000212979
0.0550 8.0000003224 0.0000000000 -0.0000000056 0.0000175804 0.0000000000 -0.0000004051 0.0006390670 0.0000000000 -0.0000220938
0.0560 8.0000003403 0.0000000000 -0.0000000060 0.0000182252 0.0000000000 -0.0000004276 0.0006506700 0.0000000000 -0.0000229043
0.0570 8.0000003588 0.0000000000 -0.0000000064 0.0000188817 0.0000000000 -0.0000004509 0.0006622722 0.0000000000 -0.0000237294
0.0580 8.0000003780 0.0000000000 -0.0000000069 0.0000195498 0.0000000000 -0.0000004751 0.0006738735 0.0000000000 -0.0000245691
