48  // Number of frequency components
0.060000  0.000  0.008773  -2.161299
0.070000  0.000  0.054917  -2.161450
0.080000  0.000  0.116654  -2.776643
0.080000  30.000  0.001005  1.937718
0.090000  0.000  0.189261  2.300753
0.090000  30.000  0.008148  -1.227648
0.100000  0.000  0.295631  0.635324
0.100000  30.000  0.024505  -2.527901
0.110000  0.000  0.215724  1.307359
0.110000  30.000  0.044185  1.157570
0.120000  0.000  0.149976  -3.012256
0.120000  30.000  0.062461  -0.376033
0.130000  0.000  0.127068  2.952531
0.130000  30.000  0.089638  -2.374804
0.140000  0.000  0.111420  2.088799
0.140000  30.000  0.128534  -0.030304
0.150000  0.000  0.097518  -1.807427
0.150000  30.000  0.119777  -2.925523
0.160000  0.000  0.085351  -1.999153
0.160000  30.000  0.087804  2.571836
0.170000  0.000  0.074870  -1.989228
0.170000  30.000  0.068576  -1.515630
0.180000  0.000  0.065901  -1.229982
0.180000  30.000  0.059959  1.021158
0.190000  0.000  0.058239  0.155549
0.190000  30.000  0.054502  -1.183054
0.200000  0.000  0.051688  -0.427602
0.200000  30.000  0.049718  0.126091
0.210000  0.000  0.046070  -1.311746
0.210000  30.000  0.045295  0.293489
0.220000  0.000  0.041237  0.702792
0.220000  30.000  0.041249  -1.980118
0.230000  0.000  0.037060  -2.265127
0.230000  30.000  0.037585  2.950487
0.240000  0.000  0.033436  -1.305994
0.240000  30.000  0.034287  1.728711
0.250000  0.000  0.030278  -0.839673
0.250000  30.000  0.031328  2.761453
0.260000  0.000  0.027514  -0.276020
0.260000  30.000  0.028679  2.480773
0.270000  0.000  0.025085  1.791813
0.270000  30.000  0.026306  0.615124
0.280000  0.000  0.022941  -1.887005
0.280000  30.000  0.024179  2.650714
0.290000  0.000  0.021042  0.089438
0.290000  30.000  0.022272  -2.585578
0.300000  0.000  0.019354  0.580658
0.300000  30.000  0.020558  -1.910196
